Student Id,Course,First Name,Last Name,Address,Email Address,Phone Number,Error
Stud 0001,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0002,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0003,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0004,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0005,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0006,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0007,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0008,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0009,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0010,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0011,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0012,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0013,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0014,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0015,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0016,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0017,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0018,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0019,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0020,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0021,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0022,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0023,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0024,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0025,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0026,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0027,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0028,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0029,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0030,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0031,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0032,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0033,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0034,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0035,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0036,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0037,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0038,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0039,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0040,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0041,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0042,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0043,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0044,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0045,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0046,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0047,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0048,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0049,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0050,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0051,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0052,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0053,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0054,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0055,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0056,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0057,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0058,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0059,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0060,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0061,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0062,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0063,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0064,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0065,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0066,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0067,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0068,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0069,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0070,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0071,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0072,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0073,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0074,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0075,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0076,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0077,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0078,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
Stud 0079,MCA,First name,Last name,Kothrud,ID@gmail.com,9999999999,Course not found
