Student Id,Course,First Name,Last Name,Address,Email Address,Phone Number,Error
1,Medical,YZ,PT,NP,s1@gmail.com,9111111111,Course not available
2,Medical,KF,JR,FP,s2@gmail.com,9111111112,Course not available
3,Medical,NA,RX,UO,s3@gmail.com,9111111113,Course not available
4,Medical,LJ,BG,OP,s4@gmail.com,9111111114,Course not available
5,Medical,QW,WG,FC,s5@gmail.com,9111111115,Course not available
6,Medical,JB,QI,WU,s6@gmail.com,9111111116,Course not available
7,Medical,LO,MS,CZ,s7@gmail.com,9111111117,Course not available
8,Medical,QC,TZ,FJ,s8@gmail.com,9111111118,Course not available
9,Medical,BP,UB,JE,s9@gmail.com,9111111119,Course not available
10,Medical,MD,YI,WH,s10@gmail.com,9111111120,Course not available
11,Medical,YD,BL,AX,s11@gmail.com,9111111121,Course not available
12,Medical,YK,JK,XJ,s12@gmail.com,9111111122,Course not available
13,Medical,OK,HG,YR,s13@gmail.com,9111111123,Course not available
14,Medical,PH,QW,IH,s14@gmail.com,9111111124,Course not available
15,Medical,ZQ,WQ,FY,s15@gmail.com,9111111125,Course not available
16,Medical,MY,RR,NC,s16@gmail.com,9111111126,Course not available
17,Medical,AX,EC,WV,s17@gmail.com,9111111127,Course not available
18,Medical,RN,OK,XT,s18@gmail.com,9111111128,Course not available
19,Medical,YR,LU,BS,s19@gmail.com,9111111129,Course not available
20,Medical,FB,OC,OG,s20@gmail.com,9111111130,Course not available
21,Medical,PG,NA,XO,s21@gmail.com,9111111131,Course not available
22,Medical,TT,IU,KZ,s22@gmail.com,9111111132,Course not available
23,Medical,NV,RR,SP,s23@gmail.com,9111111133,Course not available
24,Medical,NT,NG,XM,s24@gmail.com,9111111134,Course not available
25,Medical,LY,CR,RO,s25@gmail.com,9111111135,Course not available
26,Medical,HY,BE,OW,s26@gmail.com,9111111136,Course not available
27,Medical,IR,XO,XZ,s27@gmail.com,9111111137,Course not available
28,Medical,AD,PI,DL,s28@gmail.com,9111111138,Course not available
29,Medical,WH,FF,KZ,s29@gmail.com,9111111139,Course not available
30,Medical,FM,WO,OJ,s30@gmail.com,9111111140,Course not available
31,Medical,VW,JK,XO,s31@gmail.com,9111111141,Course not available
32,Medical,UB,IP,BN,s32@gmail.com,9111111142,Course not available
33,Medical,PZ,PT,OS,s33@gmail.com,9111111143,Course not available
34,Medical,IT,UM,AJ,s34@gmail.com,9111111144,Course not available
35,Medical,PX,HI,SD,s35@gmail.com,9111111145,Course not available
36,Medical,RH,CG,QQ,s36@gmail.com,9111111146,Course not available
37,Medical,EO,SC,MA,s37@gmail.com,9111111147,Course not available
38,Medical,TL,TE,HF,s38@gmail.com,9111111148,Course not available
39,Medical,CU,BA,EI,s39@gmail.com,9111111149,Course not available
40,Medical,QO,BE,FW,s40@gmail.com,9111111150,Course not available
41,Medical,RX,SP,ZU,s41@gmail.com,9111111151,Course not available
42,Medical,NF,AN,UP,s42@gmail.com,9111111152,Course not available
43,Medical,CK,YR,XE,s43@gmail.com,9111111153,Course not available
44,Medical,GK,FY,CQ,s44@gmail.com,9111111154,Course not available
45,Medical,DC,GW,OT,s45@gmail.com,9111111155,Course not available
46,Medical,TQ,LG,VE,s46@gmail.com,9111111156,Course not available
47,Medical,HI,MA,VR,s47@gmail.com,9111111157,Course not available
48,Medical,WU,LD,KS,s48@gmail.com,9111111158,Course not available
49,Medical,EF,PV,UD,s49@gmail.com,9111111159,Course not available
50,Medical,CT,YH,BI,s50@gmail.com,9111111160,Course not available
51,Medical,XT,KE,MG,s51@gmail.com,9111111161,Course not available
52,Medical,DJ,QR,JO,s52@gmail.com,9111111162,Course not available
53,Medical,TN,YR,SP,s53@gmail.com,9111111163,Course not available
54,Medical,IR,LZ,WN,s54@gmail.com,9111111164,Course not available
55,Medical,DJ,GE,QM,s55@gmail.com,9111111165,Course not available
56,Medical,DP,XK,QV,s56@gmail.com,9111111166,Course not available
57,Medical,IH,QV,FX,s57@gmail.com,9111111167,Course not available
58,Medical,WG,VP,IS,s58@gmail.com,9111111168,Course not available
59,Medical,EY,SO,HK,s59@gmail.com,9111111169,Course not available
60,Medical,PV,RG,DB,s60@gmail.com,9111111170,Course not available
61,Medical,TL,GQ,RV,s61@gmail.com,9111111171,Course not available
62,Medical,XG,FS,SG,s62@gmail.com,9111111172,Course not available
63,Medical,SI,PS,BS,s63@gmail.com,9111111173,Course not available
64,Medical,TL,WZ,TJ,s64@gmail.com,9111111174,Course not available
65,Medical,JY,HM,BG,s65@gmail.com,9111111175,Course not available
66,Medical,OM,JP,XG,s66@gmail.com,9111111176,Course not available
67,Medical,DY,WG,ZL,s67@gmail.com,9111111177,Course not available
68,Medical,OK,BU,UM,s68@gmail.com,9111111178,Course not available
69,Medical,IJ,FS,UD,s69@gmail.com,9111111179,Course not available
70,Medical,VR,PB,NB,s70@gmail.com,9111111180,Course not available
71,Medical,IC,HF,HL,s71@gmail.com,9111111181,Course not available
72,Medical,KV,AO,TF,s72@gmail.com,9111111182,Course not available
73,Medical,CD,NR,OA,s73@gmail.com,9111111183,Course not available
74,Medical,RA,ND,SX,s74@gmail.com,9111111184,Course not available
75,Medical,UN,SX,JH,s75@gmail.com,9111111185,Course not available
76,Medical,GE,NL,KD,s76@gmail.com,9111111186,Course not available
77,Medical,LY,UN,OC,s77@gmail.com,9111111187,Course not available
78,Medical,IU,CS,DM,s78@gmail.com,9111111188,Course not available
79,Medical,SJ,TL,KC,s79@gmail.com,9111111189,Course not available
80,Medical,DG,JD,VU,s80@gmail.com,9111111190,Course not available
81,Medical,DQ,TA,ZP,s81@gmail.com,9111111191,Course not available
82,Medical,TP,MZ,RO,s82@gmail.com,9111111192,Course not available
83,Medical,NK,AM,QE,s83@gmail.com,9111111193,Course not available
84,Medical,NB,MB,WM,s84@gmail.com,9111111194,Course not available
85,Medical,VB,UT,QS,s85@gmail.com,9111111195,Course not available
86,Medical,OZ,VI,WY,s86@gmail.com,9111111196,Course not available
87,Medical,GZ,TR,ZF,s87@gmail.com,9111111197,Course not available
88,Medical,SO,ZF,ZO,s88@gmail.com,9111111198,Course not available
89,Medical,TA,KV,MZ,s89@gmail.com,9111111199,Course not available
90,Medical,GD,QB,MB,s90@gmail.com,9111111200,Course not available
91,Medical,DV,FZ,DD,s91@gmail.com,9111111201,Course not available
92,Medical,ZI,PQ,UX,s92@gmail.com,9111111202,Course not available
93,Medical,WT,OE,CU,s93@gmail.com,9111111203,Course not available
94,Medical,AE,LI,NX,s94@gmail.com,9111111204,Course not available
95,Medical,HH,VK,HI,s95@gmail.com,9111111205,Course not available
96,Medical,FF,MS,JZ,s96@gmail.com,9111111206,Course not available
97,Medical,UK,JX,OD,s97@gmail.com,9111111207,Course not available
98,Medical,LQ,OF,LP,s98@gmail.com,9111111208,Course not available
99,Medical,TN,WZ,CS,s99@gmail.com,9111111209,Course not available
100,Medical,LE,GU,ET,s100@gmail.com,9111111210,Course not available
101,Medical,NC,VD,BX,s101@gmail.com,9111111211,Course not available
102,Medical,YM,WX,CA,s102@gmail.com,9111111212,Course not available
103,Medical,MG,GY,HZ,s103@gmail.com,9111111213,Course not available
104,Medical,RV,GF,UP,s104@gmail.com,9111111214,Course not available
105,Medical,PL,LI,NV,s105@gmail.com,9111111215,Course not available
106,Medical,RC,WZ,WG,s106@gmail.com,9111111216,Course not available
107,Medical,EK,GX,AL,s107@gmail.com,9111111217,Course not available
108,Medical,MH,ZW,UL,s108@gmail.com,9111111218,Course not available
